"","gid","title","subtype","label","src","date"
"2350","A/blue-winged_teal/Ohio/12OS2106/2012C","A/blue-winged_teal/Ohio/12OS2106/2012","H4N6","nz","NCBI",2012-09-01
"2351","A/blue-winged_teal/Ohio/12OS2138/2012C","A/blue-winged_teal/Ohio/12OS2138/2012","H10N9","nz","NCBI",2012-09-07
"2352","A/blue-winged_teal/Ohio/12OS2140/2012C","A/blue-winged_teal/Ohio/12OS2140/2012","H12N5","nz","NCBI",2012-09-07
"2353","A/blue-winged_teal/Ohio/12OS2152/2012C","A/blue-winged_teal/Ohio/12OS2152/2012","H11N9","nz","NCBI",2012-09-15
"2354","A/blue-winged_teal/Ohio/12OS2154/2012C","A/blue-winged_teal/Ohio/12OS2154/2012","H3N2","nz","NCBI",2012-09-15
"2355","A/blue-winged_teal/Ohio/12OS2229/2012C","A/blue-winged_teal/Ohio/12OS2229/2012","H3N6","nz","NCBI",2012-09-07
"2356","A/blue-winged_teal/Ohio/12OS2241/2012C","A/blue-winged_teal/Ohio/12OS2241/2012","H11N3","nz","NCBI",2012-09-08
"2357","A/blue-winged_teal/Ohio/12OS2244/2012C","A/blue-winged_teal/Ohio/12OS2244/2012","H4N6","nz","NCBI",2012-09-08
"2358","A/blue-winged_teal/Ohio/12OS2293/2012C","A/blue-winged_teal/Ohio/12OS2293/2012","H4N6","nz","NCBI",2012-09-15
"2359","A/blue-winged_teal/Ohio/12OS2321/2012C","A/blue-winged_teal/Ohio/12OS2321/2012","H4N6","nz","NCBI",2012-09-01
"2360","A/blue-winged_teal/Ohio/12OS3128/2012C","A/blue-winged_teal/Ohio/12OS3128/2012","H4N6","nz","NCBI",2012-09-29
"2361","A/blue-winged_teal/Ohio/1339/2005C","A/blue-winged_teal/Ohio/1339/2005","H4N6","nz","NCBI",2005-06-15
"2362","A/blue-winged_teal/Ohio/1387/2005C","A/blue-winged_teal/Ohio/1387/2005","H6N2","nz","NCBI",2005-06-15
"2363","A/blue-winged_teal/Ohio/13OS1410/2013K","A/blue-winged_teal/Ohio/13OS1410/2013","H3N6","nz","NCBI",2013-09-07
"2364","A/blue-winged_teal/Ohio/13OS1759/2013K","A/blue-winged_teal/Ohio/13OS1759/2013","H4N8","nz","NCBI",2013-09-13
"2365","A/blue-winged_teal/Ohio/13OS1770/2013K","A/blue-winged_teal/Ohio/13OS1770/2013","H7N3","nz","NCBI",2013-09-07
"2366","A/blue-winged_teal/Ohio/13OS1773/2013K","A/blue-winged_teal/Ohio/13OS1773/2013","H7N3","nz","NCBI",2013-09-14
"2367","A/blue-winged_teal/Ohio/13OS1783/2013K","A/blue-winged_teal/Ohio/13OS1783/2013","H4N8","nz","NCBI",2013-09-14
"2368","A/blue-winged_teal/Ohio/13OS1831/2013K","A/blue-winged_teal/Ohio/13OS1831/2013","H3N2","nz","NCBI",2013-09-07
"2369","A/blue-winged_teal/Ohio/13OS2016/2013K","A/blue-winged_teal/Ohio/13OS2016/2013","H4N6","nz","NCBI",2013-09-14
"2370","A/blue-winged_teal/Ohio/13OS2018/2013K","A/blue-winged_teal/Ohio/13OS2018/2013","H3N8","nz","NCBI",2013-09-14
"2371","A/blue-winged_teal/Ohio/13OS2020/2013K","A/blue-winged_teal/Ohio/13OS2020/2013","H4N6","nz","NCBI",2013-09-14
"2372","A/blue-winged_teal/Ohio/13OS2037/2013K","A/blue-winged_teal/Ohio/13OS2037/2013","H7N1","nz","NCBI",2013-09-16
"2373","A/blue-winged_teal/Ohio/13OS2064/2013K","A/blue-winged_teal/Ohio/13OS2064/2013","H4N6","nz","NCBI",2013-09-21
"2374","A/blue-winged_teal/Ohio/13OS2082/2013K","A/blue-winged_teal/Ohio/13OS2082/2013","H6N2","nz","NCBI",2013-09-21
"2375","A/blue-winged_teal/Ohio/13OS2104/2013K","A/blue-winged_teal/Ohio/13OS2104/2013","H2N3","nz","NCBI",2013-09-22
"2376","A/blue-winged_teal/Ohio/13OS3827/2013K","A/blue-winged_teal/Ohio/13OS3827/2013","H3N8","nz","NCBI",2013-10-12
"2377","A/blue-winged_teal/Ohio/14OS1080/2014C","A/blue-winged_teal/Ohio/14OS1080/2014","H3N2","nz","NCBI",2014-09-06
"2378","A/blue-winged_teal/Ohio/15OS3662/2015K","A/blue-winged_teal/Ohio/15OS3662/2015","H4N6","nz","NCBI",2015-09-05
"2379","A/blue-winged_teal/Ohio/15OS4890/2015K","A/blue-winged_teal/Ohio/15OS4890/2015","H4N6","nz","NCBI",2015-09-12
"2380","A/blue-winged_teal/Ohio/15OS5135/2015K","A/blue-winged_teal/Ohio/15OS5135/2015","H3N8","nz","NCBI",2015-09-12
"2381","A/blue-winged_teal/Ohio/15OS5173/2015K","A/blue-winged_teal/Ohio/15OS5173/2015","H4N6","nz","NCBI",2015-09-21
"2382","A/blue-winged_teal/Ohio/15OS5174/2015K","A/blue-winged_teal/Ohio/15OS5174/2015","H4N6","nz","NCBI",2015-09-21
"2383","A/blue-winged_teal/Ohio/15OS5426/2015K","A/blue-winged_teal/Ohio/15OS5426/2015","H4N6","nz","NCBI",2015-09-14
"2384","A/blue-winged_teal/Ohio/16OS0997/2016M","A/blue-winged_teal/Ohio/16OS0997/2016","H4N6","nz","NCBI",2016-09-03
"2385","A/blue-winged_teal/Ohio/16OS1018/2016M","A/blue-winged_teal/Ohio/16OS1018/2016","H4N8","nz","NCBI",2016-09-03
"2386","A/blue-winged_teal/Ohio/16OS1027/2016M","A/blue-winged_teal/Ohio/16OS1027/2016","H3N6","nz","NCBI",2016-09-03
"2387","A/Blue-winged_Teal/Ohio/16OS1039/2016M","A/Blue-winged_Teal/Ohio/16OS1039/2016","H2N1","nz","NCBI",2016-09-04
"2388","A/blue-winged_teal/Ohio/16OS1061/2016M","A/blue-winged_teal/Ohio/16OS1061/2016","H3N2","nz","NCBI",2016-09-07
"2389","A/blue-winged_teal/Ohio/16OS1068/2016M","A/blue-winged_teal/Ohio/16OS1068/2016","H9N4","nz","NCBI",2016-09-10
"2390","A/blue-winged_teal/Ohio/1714/2005C","A/blue-winged_teal/Ohio/1714/2005","H3N6","nz","NCBI",2005-06-15
"2391","A/blue-winged_teal/Ohio/17OS1835/2017M","A/blue-winged_teal/Ohio/17OS1835/2017","H4N6","nz","NCBI",2017-09-14
"2392","A/blue-winged_teal/Ohio/17OS1836/2017M","A/blue-winged_teal/Ohio/17OS1836/2017","H4N9","nz","NCBI",2017-09-14
"2393","A/blue-winged_teal/Ohio/17OS1853/2017M","A/blue-winged_teal/Ohio/17OS1853/2017","H4N6","nz","NCBI",2017-09-15
"2394","A/blue-winged_teal/Ohio/17OS1861/2017M","A/blue-winged_teal/Ohio/17OS1861/2017","H2N3","nz","NCBI",2017-09-16
"2395","A/blue-winged_teal/Ohio/17OS2004/2017M","A/blue-winged_teal/Ohio/17OS2004/2017","H3N8","nz","NCBI",2017-09-08
"2396","A/blue-winged_teal/Ohio/17OS2910/2017M","A/blue-winged_teal/Ohio/17OS2910/2017","H3N8","nz","NCBI",2017-09-02
"2397","A/blue-winged_teal/Ohio/17OS2925/2017M","A/blue-winged_teal/Ohio/17OS2925/2017","H3N8","nz","NCBI",2017-09-02
"2398","A/blue-winged_teal/Ohio/17OS2935/2017M","A/blue-winged_teal/Ohio/17OS2935/2017","H1N1","nz","NCBI",2017-09-02
"2399","A/blue-winged_teal/Ohio/1858/2006C","A/blue-winged_teal/Ohio/1858/2006","H3N8","nz","NCBI",2006-06-15
"2400","A/Blue-winged_Teal/Ohio/18OS1695/2018M","A/Blue-winged_Teal/Ohio/18OS1695/2018","H14N5","nz","NCBI",2018-09-03
"2401","A/Blue-winged_Teal/Ohio/18OS1705/2018M","A/Blue-winged_Teal/Ohio/18OS1705/2018","H3N8","nz","NCBI",2018-09-05
"2402","A/Blue-winged_Teal/Ohio/18OS1709/2018M","A/Blue-winged_Teal/Ohio/18OS1709/2018","H4N6","nz","NCBI",2018-09-06
"2403","A/Blue-winged_Teal/Ohio/18OS1716/2018M","A/Blue-winged_Teal/Ohio/18OS1716/2018","H4N6","nz","NCBI",2018-09-06
"2404","A/Blue-winged_Teal/Ohio/18OS1738/2018M","A/Blue-winged_Teal/Ohio/18OS1738/2018","H4N6","nz","NCBI",2018-09-07
"2405","A/blue-winged_teal/Ohio/31/1999C","A/blue-winged_teal/Ohio/31/1999","H3N2","nz","NCBI",1999-10-16
"2406","A/blue-winged_teal/Ohio/566/2006C","A/blue-winged_teal/Ohio/566/2006","H7N9","nz","NCBI",2006-06-15
"2407","A/blue-winged_teal/Ohio/658/2004C","A/blue-winged_teal/Ohio/658/2004","H7N3","nz","NCBI",2004-09-01
"2408","A/blue-winged_teal/Ohio/907/2002C","A/blue-winged_teal/Ohio/907/2002","H1N6","nz","NCBI",2002-09-07
"2409","A/blue-winged_teal/Ohio/908/2002C","A/blue-winged_teal/Ohio/908/2002","H3N2","nz","NCBI",2002-09-07
"2410","A/blue-winged_teal/Ohio/926/2002C","A/blue-winged_teal/Ohio/926/2002","H3N8","nz","NCBI",2002-09-07
"2411","A/blue-winged_teal/Ohio/96/1993C","A/blue-winged_teal/Ohio/96/1993","H11N9","nz","NCBI",1993-06-15
"2412","A/blue-winged_teal/Ohio/989/2002C","A/blue-winged_teal/Ohio/989/2002","H4N6","nz","NCBI",2002-09-07
"2413","A/blue-winged_teal/Prince_Edward_Island/00803/2010C","A/blue-winged_teal/Prince_Edward_Island/00803/2010","H3N8","nz","NCBI",2010-09-01
"2414","A/blue-winged_teal/Prince_Edward_Island/00844/2010C","A/blue-winged_teal/Prince_Edward_Island/00844/2010","H4N9","nz","NCBI",2010-09-03
"2415","A/blue-winged_teal/Prince_Edward_Island/00849/2010C","A/blue-winged_teal/Prince_Edward_Island/00849/2010","H6N1","nz","NCBI",2010-09-03
"2416","A/blue-winged_teal/Prince_Edward_Island/03910/2009C","A/blue-winged_teal/Prince_Edward_Island/03910/2009","H4N9","nz","NCBI",2009-08-19
"2417","A/blue-winged_teal/Prince_Edward_Island/03912/2009C","A/blue-winged_teal/Prince_Edward_Island/03912/2009","H3N8","nz","NCBI",2009-08-19
"2418","A/blue-winged_teal/Prince_Edward_Island/03927/2009C","A/blue-winged_teal/Prince_Edward_Island/03927/2009","H3N8","nz","NCBI",2009-08-19
"2419","A/blue-winged_teal/Saskatchewan/11/1982C","A/blue-winged_teal/Saskatchewan/11/1982","H4N8","nz","NCBI",1982-06-15
"2420","A/blue-winged_teal/Saskatchewan/22542/2007C","A/blue-winged_teal/Saskatchewan/22542/2007","H5N2","nz","NCBI",2007-08-18
"2421","A/blue-winged_teal/Saskatchewan/75/1982C","A/blue-winged_teal/Saskatchewan/75/1982","H3N8","nz","NCBI",1982-06-15
"2422","A/blue-winged_teal/South_Carolina/16-042570-1/2016M","A/blue-winged_teal/South_Carolina/16-042570-1/2016","H7N1","nz","NCBI",2016-12-14
"2423","A/Blue-winged_Teal/South_Dakota/AH0037501S/2015M","A/Blue-winged_Teal/South_Dakota/AH0037501S/2015","H9N1","nz","NCBI",2015-06-15
"2424","A/blue-winged_teal/Texas/16-031241-1/2016M","A/blue-winged_teal/Texas/16-031241-1/2016","H5N1","nz","NCBI",2016-09-17
"2425","A/blue-winged_teal/Texas/578575/2002C","A/blue-winged_teal/Texas/578575/2002","H7N1","nz","NCBI",2002-06-15
"2426","A/blue-winged_teal/Texas/578585/2002C","A/blue-winged_teal/Texas/578585/2002","H7N3","nz","NCBI",2002-06-15
"2427","A/blue-winged_teal/Texas/578588/2002C_A","A/blue-winged_teal/Texas/578588/2002","H7N1","nz","NCBI",2002-06-15
"2428","A/blue-winged_teal/Texas/578588/2002C_B","A/blue-winged_teal/Texas/578588/2002","H7N1","nz","NCBI",2002-06-24
"2429","A/Blue-winged_Teal/Texas/AH0040744S/2015M","A/Blue-winged_Teal/Texas/AH0040744S/2015","H4N6","nz","NCBI",2015-06-15
"2430","A/Blue-winged_Teal/Texas/AH0056841S/2015M","A/Blue-winged_Teal/Texas/AH0056841S/2015","H4N6","nz","NCBI",2015-06-15
"2431","A/blue-winged_Teal/Texas/AI09-3464/2009C","A/blue-winged_Teal/Texas/AI09-3464/2009","H4N8","nz","NCBI",2009-09-13
"2432","A/blue-winged_teal/Texas/AI09-4405/2009C","A/blue-winged_teal/Texas/AI09-4405/2009","H3N6","nz","NCBI",2009-09-19
"2433","A/blue-winged_teal/Texas/AI09-4463/2009C","A/blue-winged_teal/Texas/AI09-4463/2009","H4N8","nz","NCBI",2009-09-20
"2434","A/blue-winged_teal/Texas/AI09-6182/2009C","A/blue-winged_teal/Texas/AI09-6182/2009","H6N2","nz","NCBI",2009-12-13
"2435","A/blue-winged_teal/Texas/AI10-3272/2010C","A/blue-winged_teal/Texas/AI10-3272/2010","H4N8","nz","NCBI",2010-09-11
"2436","A/blue-winged_teal/Texas/AI10-3317/2010C","A/blue-winged_teal/Texas/AI10-3317/2010","H3N8","nz","NCBI",2010-09-11
"2437","A/blue-winged_teal/Texas/AI10-3324/2010C","A/blue-winged_teal/Texas/AI10-3324/2010","H4N6","nz","NCBI",2010-09-11
"2438","A/blue-winged_teal/Texas/AI10-3336/2010C","A/blue-winged_teal/Texas/AI10-3336/2010","H4N8","nz","NCBI",2010-09-11
"2439","A/blue-winged_teal/Texas/AI10-3376/2010C","A/blue-winged_teal/Texas/AI10-3376/2010","H3N8","nz","NCBI",2010-09-11
"2440","A/blue-winged_teal/Texas/AI10-3382/2010C","A/blue-winged_teal/Texas/AI10-3382/2010","H4N3","nz","NCBI",2010-09-11
"2441","A/blue-winged_teal/Texas/AI10-3744/2010C","A/blue-winged_teal/Texas/AI10-3744/2010","H3N8","nz","NCBI",2010-09-16
"2442","A/blue-winged_teal/Texas/AI10-3766/2010C","A/blue-winged_teal/Texas/AI10-3766/2010","H3N8","nz","NCBI",2010-09-14
"2443","A/blue-winged_teal/Texas/AI10-3767/2010C","A/blue-winged_teal/Texas/AI10-3767/2010","H4N6","nz","NCBI",2010-09-14
"2444","A/blue-winged_teal/Texas/AI10-3768/2010C","A/blue-winged_teal/Texas/AI10-3768/2010","H4N8","nz","NCBI",2010-09-14
"2445","A/blue-winged_teal/Texas/AI10-3828/2010C","A/blue-winged_teal/Texas/AI10-3828/2010","H10N7","nz","NCBI",2010-09-18
"2446","A/blue-winged_teal/Texas/AI10-3844/2010C","A/blue-winged_teal/Texas/AI10-3844/2010","H4N6","nz","NCBI",2010-09-18
"2447","A/blue-winged_teal/Texas/AI10-3848/2010C","A/blue-winged_teal/Texas/AI10-3848/2010","H3N8","nz","NCBI",2010-09-18
"2448","A/blue-winged_teal/Texas/AI10-4161/2010C","A/blue-winged_teal/Texas/AI10-4161/2010","H4N6","nz","NCBI",2010-09-12
"2449","A/blue-winged_teal/Texas/AI10-4179/2010C","A/blue-winged_teal/Texas/AI10-4179/2010","H3N8","nz","NCBI",2010-09-18
"2450","A/blue-winged_teal/Texas/AI10-4203/2010C","A/blue-winged_teal/Texas/AI10-4203/2010","H3N8","nz","NCBI",2010-09-18
"2451","A/blue-winged_teal/Texas/AI10-4205/2010C","A/blue-winged_teal/Texas/AI10-4205/2010","H4N6","nz","NCBI",2010-09-18
"2452","A/blue-winged_teal/Texas/AI10-4228/2010C","A/blue-winged_teal/Texas/AI10-4228/2010","H4N6","nz","NCBI",2010-09-16
"2453","A/blue-winged_teal/Texas/AI10-4233/2010C","A/blue-winged_teal/Texas/AI10-4233/2010","H4N8","nz","NCBI",2010-09-17
"2454","A/blue-winged_teal/Texas/AI10-4436/2010C","A/blue-winged_teal/Texas/AI10-4436/2010","H4N6","nz","NCBI",2010-09-11
"2455","A/blue-winged_teal/Texas/AI10-4465/2010C","A/blue-winged_teal/Texas/AI10-4465/2010","H4N8","nz","NCBI",2010-09-16
"2456","A/blue-winged_teal/Texas/AI10-4468/2010C","A/blue-winged_teal/Texas/AI10-4468/2010","H4N8","nz","NCBI",2010-09-17
"2457","A/blue-winged_teal/Texas/AI10-4494/2010C","A/blue-winged_teal/Texas/AI10-4494/2010","H4N6","nz","NCBI",2010-09-15
"2458","A/blue-winged_teal/Texas/AI10-4595/2010C","A/blue-winged_teal/Texas/AI10-4595/2010","H3N8","nz","NCBI",2010-09-18
"2459","A/blue-winged_teal/Texas/AI11-3094/2011C","A/blue-winged_teal/Texas/AI11-3094/2011","H4N6","nz","NCBI",2011-09-16
"2460","A/blue-winged_teal/Texas/AI11-3100/2011C","A/blue-winged_teal/Texas/AI11-3100/2011","H3N6","nz","NCBI",2011-09-17
"2461","A/blue-winged_teal/Texas/AI11-3107/2011C","A/blue-winged_teal/Texas/AI11-3107/2011","H4N8","nz","NCBI",2011-09-17
"2462","A/blue-winged_teal/Texas/AI11-3134/2011C","A/blue-winged_teal/Texas/AI11-3134/2011","H4N8","nz","NCBI",2011-09-11
"2463","A/blue-winged_teal/Texas/AI11-3140/2011C","A/blue-winged_teal/Texas/AI11-3140/2011","H4N6","nz","NCBI",2011-09-10
"2464","A/blue-winged_teal/Texas/AI11-3172/2011C","A/blue-winged_teal/Texas/AI11-3172/2011","H4N6","nz","NCBI",2011-09-16
"2465","A/blue-winged_teal/Texas/AI11-3180/2011C","A/blue-winged_teal/Texas/AI11-3180/2011","H4N6","nz","NCBI",2011-09-16
"2466","A/blue-winged_teal/Texas/AI11-3181/2011C","A/blue-winged_teal/Texas/AI11-3181/2011","H4N2","nz","NCBI",2011-09-16
"2467","A/blue-winged_teal/Texas/AI11-3220/2011C","A/blue-winged_teal/Texas/AI11-3220/2011","H3N8","nz","NCBI",2011-09-17
"2468","A/blue-winged_teal/Texas/AI11-3223/2011C","A/blue-winged_teal/Texas/AI11-3223/2011","H3N8","nz","NCBI",2011-09-17
"2469","A/blue-winged_teal/Texas/AI11-3249/2011C","A/blue-winged_teal/Texas/AI11-3249/2011","H4N2","nz","NCBI",2011-09-16
"2470","A/blue-winged_teal/Texas/AI11-3253/2011C","A/blue-winged_teal/Texas/AI11-3253/2011","H4N8","nz","NCBI",2011-09-18
"2471","A/blue-winged_teal/Texas/AI11-3375/2011C","A/blue-winged_teal/Texas/AI11-3375/2011","H3N8","nz","NCBI",2011-09-17
"2472","A/blue-winged_teal/Texas/AI11-3387/2011C","A/blue-winged_teal/Texas/AI11-3387/2011","H3N6","nz","NCBI",2011-09-18
"2473","A/blue-winged_teal/Texas/AI11-3407/2011C","A/blue-winged_teal/Texas/AI11-3407/2011","H3N8","nz","NCBI",2011-09-17
"2474","A/blue-winged_teal/Texas/AI11-3409/2011C","A/blue-winged_teal/Texas/AI11-3409/2011","H4N8","nz","NCBI",2011-09-17
"2475","A/blue-winged_teal/Texas/AI11-3411/2011C","A/blue-winged_teal/Texas/AI11-3411/2011","H4N6","nz","NCBI",2011-09-18
"2476","A/blue-winged_teal/Texas/AI11-3691/2011C","A/blue-winged_teal/Texas/AI11-3691/2011","H4N6","nz","NCBI",2011-09-12
"2477","A/blue-winged_teal/Texas/AI11-3764/2011C","A/blue-winged_teal/Texas/AI11-3764/2011","H3N8","nz","NCBI",2011-09-16
"2478","A/blue-winged_teal/Texas/AI11-3766/2011C","A/blue-winged_teal/Texas/AI11-3766/2011","H3N8","nz","NCBI",2011-09-17
"2479","A/blue-winged_teal/Texas/AI11-3767/2011C","A/blue-winged_teal/Texas/AI11-3767/2011","H4N8","nz","NCBI",2011-09-17
"2480","A/blue-winged_teal/Texas/AI11-3817/2011C","A/blue-winged_teal/Texas/AI11-3817/2011","H4N8","nz","NCBI",2011-09-18
"2481","A/blue-winged_teal/Texas/AI11-4014/2011C","A/blue-winged_teal/Texas/AI11-4014/2011","H3N8","nz","NCBI",2011-09-17
"2482","A/blue-winged_teal/Texas/AI11-4282/2011C","A/blue-winged_teal/Texas/AI11-4282/2011","H4N8","nz","NCBI",2011-09-17
"2483","A/blue-winged_teal/Texas/AI11-4830/2011C","A/blue-winged_teal/Texas/AI11-4830/2011","H3N8","nz","NCBI",2011-09-18
"2484","A/blue-winged_teal/Texas/AI11-4841/2011C","A/blue-winged_teal/Texas/AI11-4841/2011","H4N8","nz","NCBI",2011-09-18
"2485","A/blue-winged_teal/Texas/AI11-4849/2011C","A/blue-winged_teal/Texas/AI11-4849/2011","H4N8","nz","NCBI",2011-09-18
"2486","A/blue-winged_teal/Texas/AI11-4853/2011C","A/blue-winged_teal/Texas/AI11-4853/2011","H4N8","nz","NCBI",2011-09-18
"2487","A/blue-winged_teal/Texas/AI11-4859/2011C","A/blue-winged_teal/Texas/AI11-4859/2011","H4N6","nz","NCBI",2011-09-17
"2488","A/blue-winged_teal/Texas/AI11-4865/2011C","A/blue-winged_teal/Texas/AI11-4865/2011","H3N6","nz","NCBI",2011-09-17
"2489","A/blue-winged_teal/Texas/AI11-4881/2011C","A/blue-winged_teal/Texas/AI11-4881/2011","H4N6","nz","NCBI",2011-09-17
"2490","A/blue-winged_teal/Texas/AI11-4963/2011C","A/blue-winged_teal/Texas/AI11-4963/2011","H4N8","nz","NCBI",2011-09-18
"2491","A/blue-winged_teal/Texas/AI11-4968/2011C","A/blue-winged_teal/Texas/AI11-4968/2011","H4N6","nz","NCBI",2011-09-18
"2492","A/blue-winged_teal/Texas/AI12-3566/2012C","A/blue-winged_teal/Texas/AI12-3566/2012","H4N6","nz","NCBI",2012-09-16
"2493","A/blue-winged_teal/Texas/AI12-3622/2012C","A/blue-winged_teal/Texas/AI12-3622/2012","H3N8","nz","NCBI",2012-09-16
"2494","A/blue-winged_teal/Texas/AI12-3655/2012C","A/blue-winged_teal/Texas/AI12-3655/2012","H3N8","nz","NCBI",2012-09-17
"2495","A/blue-winged_teal/Texas/AI12-3737/2012C","A/blue-winged_teal/Texas/AI12-3737/2012","H11N9","nz","NCBI",2012-09-16
"2496","A/blue-winged_teal/Texas/AI12-3768/2012C","A/blue-winged_teal/Texas/AI12-3768/2012","H11N6","nz","NCBI",2012-09-19
"2497","A/blue-winged_teal/Texas/AI12-3834/2012C","A/blue-winged_teal/Texas/AI12-3834/2012","H3N6","nz","NCBI",2012-09-16
"2498","A/blue-winged_teal/Texas/AI12-4394/2012C","A/blue-winged_teal/Texas/AI12-4394/2012","H3N8","nz","NCBI",2012-09-23
"2499","A/blue-winged_teal/Texas/AI12-4448/2012C","A/blue-winged_teal/Texas/AI12-4448/2012","H3N6","nz","NCBI",2012-09-18
"2500","A/blue-winged_teal/Texas/AI12-4460/2012C","A/blue-winged_teal/Texas/AI12-4460/2012","H4N6","nz","NCBI",2012-09-24
"2501","A/blue-winged_teal/Texas/AI12-4549/2012C","A/blue-winged_teal/Texas/AI12-4549/2012","H1N1","nz","NCBI",2012-09-15
"2502","A/blue-winged_teal/Texas/AI12-4566/2012C","A/blue-winged_teal/Texas/AI12-4566/2012","H11N9","nz","NCBI",2012-09-16
"2503","A/blue-winged_teal/Texas/AI12-909/2012C","A/blue-winged_teal/Texas/AI12-909/2012","H7N1","nz","NCBI",2012-03-07
"2504","A/blue-winged_teal/Texas/AI13-3534/2013C","A/blue-winged_teal/Texas/AI13-3534/2013","H2N3","nz","NCBI",2013-09-15
"2505","A/blue-winged_teal/Texas/AI13-3541/2013C","A/blue-winged_teal/Texas/AI13-3541/2013","H4N6","nz","NCBI",2013-09-15
"2506","A/blue-winged_teal/Texas/AI13-3557/2013C","A/blue-winged_teal/Texas/AI13-3557/2013","H4N6","nz","NCBI",2013-09-15
"2507","A/blue-winged_teal/Texas/AI13-3569/2013C","A/blue-winged_teal/Texas/AI13-3569/2013","H4N6","nz","NCBI",2013-09-16
"2508","A/blue-winged_teal/Texas/AI13-3596/2013C","A/blue-winged_teal/Texas/AI13-3596/2013","H4N8","nz","NCBI",2013-09-17
"2509","A/blue-winged_teal/Texas/AI13-3616/2013C","A/blue-winged_teal/Texas/AI13-3616/2013","H4N8","nz","NCBI",2013-09-17
"2510","A/blue-winged_teal/Texas/AI13-3618/2013C","A/blue-winged_teal/Texas/AI13-3618/2013","H4N8","nz","NCBI",2013-09-17
"2511","A/blue-winged_teal/Texas/AI13-3622/2013C","A/blue-winged_teal/Texas/AI13-3622/2013","H4N8","nz","NCBI",2013-09-17
"2512","A/blue-winged_teal/Texas/AI13-3626/2013C","A/blue-winged_teal/Texas/AI13-3626/2013","H4N6","nz","NCBI",2013-09-18
"2513","A/blue-winged_teal/Texas/AI13-3629/2013C","A/blue-winged_teal/Texas/AI13-3629/2013","H3N8","nz","NCBI",2013-09-14
"2514","A/blue-winged_teal/Texas/AI13-3636/2013C","A/blue-winged_teal/Texas/AI13-3636/2013","H3N8","nz","NCBI",2013-09-14
"2515","A/blue-winged_teal/Texas/AI13-3650/2013C","A/blue-winged_teal/Texas/AI13-3650/2013","H4N8","nz","NCBI",2013-09-17
"2516","A/blue-winged_teal/Texas/AI13-3880/2013C","A/blue-winged_teal/Texas/AI13-3880/2013","H4N8","nz","NCBI",2013-09-15
"2517","A/blue-winged_teal/Texas/AI13-3942/2013C","A/blue-winged_teal/Texas/AI13-3942/2013","H4N8","nz","NCBI",2013-09-17
"2518","A/blue-winged_teal/Texas/AI13-3950/2013C","A/blue-winged_teal/Texas/AI13-3950/2013","H4N6","nz","NCBI",2013-09-18
"2519","A/blue-winged_teal/Texas/AI13-3971/2013C","A/blue-winged_teal/Texas/AI13-3971/2013","H3N8","nz","NCBI",2013-09-20
"2520","A/blue-winged_teal/Texas/AI13-3997/2013C","A/blue-winged_teal/Texas/AI13-3997/2013","H4N8","nz","NCBI",2013-09-14
"2521","A/blue-winged_teal/Texas/AI13-3998/2013C","A/blue-winged_teal/Texas/AI13-3998/2013","H4N8","nz","NCBI",2013-09-14
"2522","A/blue-winged_teal/Texas/AI13-4070/2013C","A/blue-winged_teal/Texas/AI13-4070/2013","H4N8","nz","NCBI",2013-09-16
"2523","A/blue-winged_teal/Texas/AI13-4085/2013C","A/blue-winged_teal/Texas/AI13-4085/2013","H4N8","nz","NCBI",2013-09-18
"2524","A/blue-winged_teal/Texas/AI13-4087/2013C","A/blue-winged_teal/Texas/AI13-4087/2013","H3N8","nz","NCBI",2013-09-18
"2525","A/blue-winged_teal/Texas/AI13-4151/2013C","A/blue-winged_teal/Texas/AI13-4151/2013","H4N6","nz","NCBI",2013-09-16
"2526","A/blue-winged_teal/Texas/AI13-4289/2013C","A/blue-winged_teal/Texas/AI13-4289/2013","H3N8","nz","NCBI",2013-09-14
"2527","A/blue-winged_teal/Texas/Sg-00074/2007C","A/blue-winged_teal/Texas/Sg-00074/2007","H4N8","nz","NCBI",2007-09-15
"2528","A/blue-winged_teal/Texas/Sg-00076/2007C","A/blue-winged_teal/Texas/Sg-00076/2007","H4N6","nz","NCBI",2007-09-16
"2529","A/blue-winged_teal/Texas/Sg-00077/2007C","A/blue-winged_teal/Texas/Sg-00077/2007","H4N6","nz","NCBI",2007-09-15
"2530","A/blue-winged_teal/Texas/Sg-00078/2007C","A/blue-winged_teal/Texas/Sg-00078/2007","H3N8","nz","NCBI",2007-09-15
"2531","A/blue-winged_teal/Texas/Sg-00079/2007C","A/blue-winged_teal/Texas/Sg-00079/2007","H3N8","nz","NCBI",2007-09-15
"2532","A/blue-winged_teal/Texas/Sg-00080/2007C","A/blue-winged_teal/Texas/Sg-00080/2007","H4N6","nz","NCBI",2007-09-15
"2533","A/blue-winged_teal/Texas/Sg-00081/2007C","A/blue-winged_teal/Texas/Sg-00081/2007","H4N6","nz","NCBI",2007-09-15
"2534","A/blue-winged_teal/Texas/Sg-00085/2007C","A/blue-winged_teal/Texas/Sg-00085/2007","H3N6","nz","NCBI",2007-09-16
"2535","A/blue-winged_teal/Texas/Sg-00158/2007C","A/blue-winged_teal/Texas/Sg-00158/2007","H4N6","nz","NCBI",2007-09-15
